群組ID,群組名稱,階段名稱,群組圖標,階數,解鎖轉生/等級,超神ID,range,施放距離（米）,施放距離每級增加（米）,作用距離（米；用途見說明）,作用距離每級增加（米）,每段或每跳間隔（秒）,間隔每級增減（秒）,矩形長度（米）,矩形長度每級增加（米）,矩形寬度（米）,矩形寬度每級增加（米）,扇形角度（度）,角度每級增減（度）,傷害類型,傷害屬性,冷卻時間,施法消耗,施放特效,攻擊特效,飛行子彈,受擊特效,地板特效,持續場域特效,效果參數(JSON),升級金幣基數,升級金幣倍率,效果說明模板,作用方式與距離用途（唯讀說明）
earthguard,大地守護,大地祝福,🌍,2,0|300,,,,,,,,,,,,,,,magic,earth,0,25,,,,,,,"{""pct"":25,""pctPer"":2.5}",200000,1.5,全屬性傷害額外 +{pct}%（與所有屬性增傷效果為額外的乘法計算）,全屬性傷害額外 +{pct}%（與所有屬性增傷效果為額外的乘法計算）
earthguard,大地守護,生命再生,🌍,3,0|350,,,,,,,,,,,,,,,magic,earth,0,25,,,,,,,"{""pct"":100,""pctPer"":10,""drain"":50,""drainPer"":5}",400000,1.5,生命回復額外 +{pct}%、吸血額外 +{drain}%（皆與原屬性為額外的乘法計算）,生命回復額外 +{pct}%、吸血額外 +{drain}%（皆與原屬性為額外的乘法計算）
earthguard,大地守護,魔力再生,🌍,4,0|400,,,,,,,,,,,,,,,magic,earth,0,25,,,,,,,"{""pct"":100,""pctPer"":10,""drain"":50,""drainPer"":5}",800000,1.5,法力回復額外 +{pct}%、吸魔額外 +{drain}%（皆與原屬性為額外的乘法計算）,法力回復額外 +{pct}%、吸魔額外 +{drain}%（皆與原屬性為額外的乘法計算）
earthguard,大地守護,魔法盾,🌍,5,0|450,,,,,,,,,,,,,,,magic,earth,0,25,,,,,,,"{""pct"":30,""pctPer"":3,""manaRed"":30,""manaRedPer"":5}",1500000,1.5,你的生命減少時，其中 {pct}% 改由消耗法力承擔，承擔的法力降低 {manaRed}%（法力不足時只轉換付得起的部分，餘額仍扣生命）,你的生命減少時，其中 {pct}% 改由消耗法力承擔，承擔的法力降低 {manaRed}%（法力不足時只轉換付得起的部分，餘額仍扣生命）
earthguard,大地守護,生命反射之盾,🌍,6,0|500,,,,,20,,,,,,,,,,magic,earth,0,25,,beam-light,,hit-light,,,"{""pct"":1,""pctPer"":0.1,""count"":1}",3000000,1.5,你每消耗 1% 生命或護盾，{m} 米內的 {count} 個敵人同步損失 {pct}% 最大生命,你每消耗 1% 生命或護盾，{m} 米內的 {count} 個敵人同步損失 {pct}% 最大生命
earthguard,大地守護,天地共生,🌍,7,0|550,,,,,,,,,,,,,,,magic,earth,0,25,,pillar-light,,hit-light,,,"{""pct"":20,""pctPer"":8,""sec"":5,""cd"":60,""cdPer"":-3}",5000000,1.5,死亡時原地復活並回復 {pct}% 生命，復活後 {sec} 秒無敵；此招自身冷卻 {cd} 秒（顯示於技能格）,死亡時原地復活並回復 {pct}% 生命，復活後 {sec} 秒無敵；此招自身冷卻 {cd} 秒（顯示於技能格）
earthguard,,光耀之堂,,8,,hallOfRadiance,,,,,,,,,,,,,,,,,300,,,,,,,"{""pct"":250,""pctPer"":25,""conv"":100,""convPer"":10}",10000000,1.5,生命與法力回復額外 +{pct}%（乘算），且溢出的生命與法力以 {conv}% 轉為你的生命護盾,生命與法力回復額外 +{pct}%（乘算），且溢出的生命與法力以 {conv}% 轉為你的生命護盾
earthguard,,天地再造,,9,,worldRebirth,,,,,,,,,,,,,,,,,300,,pillar-earth,,hit-earth,,,"{""chance"":15,""chancePer"":15,""hp"":80,""hpPer"":-5}",10000000,1.5,被你殺死的普通與菁英敵人有 {chance}% 機率（上限 100%）以 {hp}% 生命重生（同一個敵人只會重生一次）,被你殺死的普通與菁英敵人有 {chance}% 機率（上限 100%）以 {hp}% 生命重生（同一個敵人只會重生一次）
earthguard,,逆轉乾坤,,10,,fateReversal,,,,,,,,,,,,,,,,,300,,,,,,,"{""max"":2,""maxPer"":0.1}",10000000,1.5,【天地共生】的冷卻結束後可累積復活次數，最多累積 {max} 次（小數四捨五入取整）,【天地共生】的冷卻結束後可累積復活次數，最多累積 {max} 次（小數四捨五入取整）
chainlightning,連鎖閃電,連鎖閃電,⚡,1,0|300,,,30,,30,,,,,,,,,,magic,lightning,15,40,cast-magic,,bolt-chain-lightning,hit-lightning,,,"{""pct"":150,""pctPer"":15,""count"":4}",100000,1.5,丟出一道閃電鏈（射程 {castM} 米），在最多 {count} 個目標間彈射（每段彈射範圍 {m} 米），每擊造成 {pct}% 雷電傷害,丟出一道閃電鏈（射程 {castM} 米），在最多 {count} 個目標間彈射（每段彈射範圍 {m} 米），每擊造成 {pct}% 雷電傷害
chainlightning,連鎖閃電,強化閃電,⚡,2,0|350,,,,,,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""pct"":50,""pctPer"":5}",200000,1.5,強化閃電威力，閃電鏈傷害進一步 +{pct}% 雷電傷害,強化閃電威力，閃電鏈傷害進一步 +{pct}% 雷電傷害
chainlightning,連鎖閃電,雷鳴術,⚡,3,0|400,,,,,,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""add"":1,""addPer"":0.1}",400000,1.5,被閃電鏈擊中的敵人額外再受到 {add} 次雷電傷害（不足 1 次的部分以機率觸發）,被閃電鏈擊中的敵人額外再受到 {add} 次雷電傷害（不足 1 次的部分以機率觸發）
chainlightning,連鎖閃電,強化連鎖,⚡,4,0|450,,,,,,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""add"":1,""addPer"":0.2}",800000,1.5,閃電鏈的彈射數額外 +{add} 次（不足 1 次的部分以機率觸發）,閃電鏈的彈射數額外 +{add} 次（不足 1 次的部分以機率觸發）
chainlightning,連鎖閃電,電殛擴散,⚡,5,0|500,,,,,6,,,,,,,,,,magic,lightning,15,40,,,,hit-lightning,,,"{""pct"":25,""pctPer"":2.5,""count"":1}",1500000,1.5,閃電鏈每次彈射時，額外對 {m} 米內的 {count} 個敵人造成閃電鏈 {pct}% 的雷電傷害,閃電鏈每次彈射時，額外對 {m} 米內的 {count} 個敵人造成閃電鏈 {pct}% 的雷電傷害
chainlightning,連鎖閃電,雷幻身,⚡,6,0|550,,,,,,,,,,,,,,,magic,lightning,15,40,,,,,aura-lightning-relay,,"{""pct"":50,""pctPer"":5}",3000000,1.5,閃電鏈傷害額外 +{pct}% 雷電傷害；沒有其它彈射目標時可用自身當中繼點繼續彈射（彈到自身不消耗彈射數）,閃電鏈傷害額外 +{pct}% 雷電傷害；沒有其它彈射目標時可用自身當中繼點繼續彈射（彈到自身不消耗彈射數）
chainlightning,連鎖閃電,雷電暴風,⚡,7,0|600,,,,,,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""count"":3,""add"":1,""addPer"":0.1,""pct"":100,""pctPer"":10,""chance"":20}",5000000,1.5,同時發射 {count} 道閃電鏈，彈射數額外 +{add} 次，且閃電傷害額外 +{pct}%；每次彈射有 {chance}% 機率生成 1 條閃電鏈,同時發射 {count} 道閃電鏈，彈射數額外 +{add} 次，且閃電傷害額外 +{pct}%；每次彈射有 {chance}% 機率生成 1 條閃電鏈
chainlightning,,天地雷鎖陣,,8,,skyThunderArray,,,,,,1,-0.05,,,,,,,,,,300,,,,,,,"{""sec"":3,""secPer"":0.3}",10000000,1.5,施放連鎖閃電後每 {gap} 秒自動再施放 1 次，持續 {sec} 秒（自動施放不扣法力、不進冷卻）,施放連鎖閃電後每 {gap} 秒自動再施放 1 次，持續 {sec} 秒（自動施放不扣法力、不進冷卻）
chainlightning,,永恒超導體,,9,,eternalSuperconductor,,,,30,,,,,,,,,,,,,300,,,bolt-chain-lightning,hit-lightning,aura-lightning-relay,,"{""pct"":2,""pctPer"":0.2,""maxStacks"":100}",10000000,1.5,額外射出 1 道無限彈射的閃電鏈：在自身與 {m} 米內的任意敵人之間往返彈射，每經過自身 1 次使你的雷電傷害 +{pct}%，最多 {maxStacks} 層（持續到你死亡為止）,額外射出 1 道無限彈射的閃電鏈：在自身與 {m} 米內的任意敵人之間往返彈射，每經過自身 1 次使你的雷電傷害 +{pct}%，最多 {maxStacks} 層（持續到你死亡為止）
chainlightning,,飛雷神,,10,,flyingThunderGod,,,,30,,0.35,,,,,,,,,,,300,,,bolt-chain-lightning,hit-lightning,,,"{""count"":3,""r"":12,""pct"":200,""pctPer"":20,""sec"":6}",10000000,1.5,施放後每 {gap} 秒放出 {count} 道閃電，分別打向 {m} 米內最遠的 {count} 個敵人，各對命中處 {r} 米內的所有敵人造成 {pct}% 雷電傷害，持續 {sec} 秒,施放後每 {gap} 秒放出 {count} 道閃電，分別打向 {m} 米內最遠的 {count} 個敵人，各對命中處 {r} 米內的所有敵人造成 {pct}% 雷電傷害，持續 {sec} 秒
thunderstrike,落雷術,落雷術,🌩️,1,0|350,,,30,,,,0.2,,,,,,,,magic,lightning,15,40,cast-magic,bolt-sky-purple,,hit-thunder-purple,,,"{""pct"":200,""pctPer"":20,""count"":2}",100000,1.5,對 {castM} 米內的 {count} 個目標降下落雷（每道間隔 {gap} 秒），每道造成 {pct}% 雷電傷害,對 {castM} 米內的 {count} 個目標降下落雷（每道間隔 {gap} 秒），每道造成 {pct}% 雷電傷害
thunderstrike,落雷術,落雷連鎖,🌩️,2,0|400,,,,,,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""add"":1,""addPer"":0.1}",200000,1.5,攻擊目標額外 +{add} 個（不足 1 個的部分以機率觸發）,攻擊目標額外 +{add} 個（不足 1 個的部分以機率觸發）
thunderstrike,落雷術,雙重落雷,🌩️,3,0|450,,,,,,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""add"":1,""addPer"":0.1}",400000,1.5,對每個目標的攻擊次數額外 +{add} 次（不足 1 次的部分以機率觸發）,對每個目標的攻擊次數額外 +{add} 次（不足 1 次的部分以機率觸發）
thunderstrike,落雷術,閃電增幅,🌩️,4,0|500,,,,,,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""pct"":100,""pctPer"":10}",800000,1.5,進一步強化落雷傷害，額外 +{pct}% 雷電傷害,進一步強化落雷傷害，額外 +{pct}% 雷電傷害
thunderstrike,落雷術,雷電脈衝,🌩️,5,0|550,,,,,6,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""sec"":1.5,""secPer"":0.15,""count"":2}",1500000,1.5,落雷落地時產生衝擊波，震暈目標本身與 {m} 米內共 {count} 個敵人 {sec} 秒,落雷落地時產生衝擊波，震暈目標本身與 {m} 米內共 {count} 個敵人 {sec} 秒
thunderstrike,落雷術,迅雷重生,🌩️,6,0|600,,,,,,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""chance"":20,""chancePer"":2,""max"":5}",3000000,1.5,每道落雷結束後有 {chance}% 機率再產生 1 道落雷（同一次施放最多再生 {max} 道）,每道落雷結束後有 {chance}% 機率再產生 1 道落雷（同一次施放最多再生 {max} 道）
thunderstrike,落雷術,殛道落電,🌩️,7,0|650,,,,,6,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""mult"":2,""pct"":50,""pctPer"":5}",5000000,1.5,落雷擊中時對目標 {m} 米內的所有敵人造成傷害；攻擊次數與目標數量 ×{mult}，且命中暈眩中的敵人時傷害額外 +{pct}%（與原傷害乘算）,落雷擊中時對目標 {m} 米內的所有敵人造成傷害；攻擊次數與目標數量 ×{mult}，且命中暈眩中的敵人時傷害額外 +{pct}%（與原傷害乘算）
thunderstrike,,雷電矩陣,,8,,thunderMatrix,,,,,,,,,,3,,,,,,,300,,bolt-curtain-lightning,,,ground-thunder-curtain,,"{""count"":2,""countPer"":0.2,""pct"":300,""pctPer"":30,""mps"":30}",10000000,1.5,施放落雷術時同時召喚橫向與直向各 {count} 道雷幕橫掃全場（每道寬 {wid} 米、{mps} 米／秒，相鄰兩道由反方向交錯掃過），對掃過的所有敵人各造成 1 次 {pct}% 雷電傷害,施放落雷術時同時召喚橫向與直向各 {count} 道雷幕橫掃全場（每道寬 {wid} 米、{mps} 米／秒，相鄰兩道由反方向交錯掃過），對掃過的所有敵人各造成 1 次 {pct}% 雷電傷害
thunderstrike,,雷霆天劫,,9,,heavenTribulation,,,,30,,0.35,,,,,,,,,,,300,,bolt-sky-purple,,hit-thunder-purple,,,"{""pct"":400,""pctPer"":40}",10000000,1.5,額外召喚 1 道永久持續的天劫雷電：每 {gap} 秒追擊 {m} 米內生命值最低的敵人，造成 {pct}% 雷電傷害,額外召喚 1 道永久持續的天劫雷電：每 {gap} 秒追擊 {m} 米內生命值最低的敵人，造成 {pct}% 雷電傷害
thunderstrike,,永恒雷獄,,10,,eternalThunderPrison,,,,,,1,-0.05,,,,,,,,,,300,,,,,,,"{""sec"":3,""secPer"":0.3}",10000000,1.5,施放落雷術後每 {gap} 秒自動再施放 1 次，持續 {sec} 秒（自動施放不扣法力、不進冷卻）,施放落雷術後每 {gap} 秒自動再施放 1 次，持續 {sec} 秒（自動施放不扣法力、不進冷卻）
thunderorb,雷球,雷球,🔵,1,0|400,,6*6,30,,4,,0.35,,,,,,,,magic,lightning,15,40,cast-magic,,,hit-lightning,,lightning-orb-field,"{""pct"":50,""pctPer"":5,""count"":2,""sec"":2,""speed"":6}",100000,1.5,召喚 {count} 個雷球緩慢飛向目標（射程 {castM} 米、飛行速度 {speed} 米/秒），途中每 {gap} 秒對半徑 {m} 米內的所有敵人造成 {pct}% 雷電傷害，抵達後停留 {sec} 秒才消散,召喚 {count} 個雷球緩慢飛向目標（射程 {castM} 米、飛行速度 {speed} 米/秒），途中每 {gap} 秒對半徑 {m} 米內的所有敵人造成 {pct}% 雷電傷害，抵達後停留 {sec} 秒才消散
thunderorb,雷球,擴增雷球,🔵,2,0|450,,6*6,,,,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""pct"":15,""pctPer"":1.5}",200000,1.5,雷球的體積擴大 {pct}%,雷球的體積擴大 {pct}%
thunderorb,雷球,多重雷球,🔵,3,0|500,,6*6,,,,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""add"":1,""addPer"":0.1}",400000,1.5,雷球數量額外 +{add} 個（不足 1 個的部分以機率觸發）,雷球數量額外 +{add} 個（不足 1 個的部分以機率觸發）
thunderorb,雷球,環體電球,🔵,4,0|550,,6*6,,,8,,,,,,,,,,magic,lightning,15,40,,,orb-thunder,hit-lightning,ground-orbit-ring-lightning,,"{""count"":2,""pct"":100,""pctPer"":10,""sec"":6,""rps"":0.7}",800000,1.5,額外召喚 {count} 個電球環繞自身（環繞半徑 {m} 米、每秒 {rps} 圈），碰到敵人即命中一次，每次造成 {pct}% 雷電傷害，持續 {sec} 秒,額外召喚 {count} 個電球環繞自身（環繞半徑 {m} 米、每秒 {rps} 圈），碰到敵人即命中一次，每次造成 {pct}% 雷電傷害，持續 {sec} 秒
thunderorb,雷球,強化雷球,🔵,5,0|600,,6*6,,,,,,,,,,,,,magic,lightning,15,40,,,,,,,"{""pct"":30,""pctPer"":3}",1500000,1.5,所有雷球與電球的雷電傷害額外 +{pct}%,所有雷球與電球的雷電傷害額外 +{pct}%
thunderorb,雷球,伴生雷球,🔵,6,0|650,,6*6,,,,,,,,,,,,,magic,lightning,15,40,,,,hit-lightning,,lightning-orb-field,"{""chance"":15,""chancePer"":1.5,""sec"":2}",3000000,1.5,環體電球命中時有 {chance}% 機率在該處生成一個靜止雷球，持續 {sec} 秒（每次作用只判定一次機率）,環體電球命中時有 {chance}% 機率在該處生成一個靜止雷球，持續 {sec} 秒（每次作用只判定一次機率）
thunderorb,雷球,雷殞天落,🔵,7,0|700,,6*6,,,15,,,,,,,,,,magic,lightning,15,40,,burst-fire-shockwave,proj-thunder-orb-fall,hit-lightning,mark-blue,,"{""count"":2,""pct"":300,""pctPer"":30,""sec"":3}",5000000,1.5,額外召喚 {count} 個巨大雷球從天而降，各對 {m} 米內的敵人造成 {pct}% 雷電傷害，並以衝擊波擊暈 {sec} 秒,額外召喚 {count} 個巨大雷球從天而降，各對 {m} 米內的敵人造成 {pct}% 雷電傷害，並以衝擊波擊暈 {sec} 秒
thunderorb,,臨界雷劫,,8,,criticalThunderbolt,,,,,,,,,,,,,,,,,300,,,,,,,"{""count"":4,""chanceMult"":2,""pct"":50,""pctPer"":5}",10000000,1.5,【伴生雷球】改為一次生成 {count} 顆、觸發機率 ×{chanceMult}，且所有雷球與電球的傷害額外 +{pct}%,【伴生雷球】改為一次生成 {count} 顆、觸發機率 ×{chanceMult}，且所有雷球與電球的傷害額外 +{pct}%
thunderorb,,雷爆,,9,,thunderBurst,,,,12,,,,,,,,,,,,,300,,,,hit-lightning,,,"{""chance"":15,""chancePer"":0.15,""bounces"":4,""pct"":100,""pctPer"":10}",10000000,1.5,每次被雷球命中的敵人有 {chance}% 機率觸發 1 顆小型雷球，在附近 {m} 米範圍內彈射 {bounces} 次，每次造成 {pct}% 雷電傷害,每次被雷球命中的敵人有 {chance}% 機率觸發 1 顆小型雷球，在附近 {m} 米範圍內彈射 {bounces} 次，每次造成 {pct}% 雷電傷害
thunderorb,,雷殞天地碎,,10,,thunderfallShatter,,,,,,1,,,,,,,,,,,300,,,,,,,"{""scale"":50,""pct"":200,""pctPer"":20}",10000000,1.5,【雷殞天落】的雷殞石體積增大 {scale}%、傷害額外 +{pct}%，並額外每 {gap} 秒不斷再降下 1 顆,【雷殞天落】的雷殞石體積增大 {scale}%、傷害額外 +{pct}%，並額外每 {gap} 秒不斷再降下 1 顆
icearrow,寒冰箭,寒冰箭,❄️,1,0|450,,,30,,,,,,,,,,15,,magic,ice,15,40,cast-magic,,proj-ice-shard,hit-ice,,,"{""pct"":250,""pctPer"":25,""count"":2,""speed"":45}",100000,1.5,朝前方射出 {count} 支寒冰箭，每支箭夾角 {deg} 度（射程 {castM} 米、飛行速度 {speed} 米／秒），每支對 1 個敵人造成 {pct}% 寒冰傷害,朝前方射出 {count} 支寒冰箭，每支箭夾角 {deg} 度（射程 {castM} 米、飛行速度 {speed} 米／秒），每支對 1 個敵人造成 {pct}% 寒冰傷害
icearrow,寒冰箭,寒霜箭,❄️,2,0|500,,,,,,,,,,,,,,,magic,ice,15,40,,,,st-tick-ice,,,"{""frostPct"":50,""frostPctPer"":5,""stacks"":1}",200000,1.5,被寒冰箭擊中的敵人附加 {stacks} 層寒霜狀態：每跳造成寒冰箭傷害 {frostPct}% 的寒冰傷害，每層使移動與攻速下降，疊滿層數時凍結,被寒冰箭擊中的敵人附加 {stacks} 層寒霜狀態：每跳造成寒冰箭傷害 {frostPct}% 的寒冰傷害，每層使移動與攻速下降，疊滿層數時凍結
icearrow,寒冰箭,冰系強化,❄️,3,0|550,,,,,,,,,,,,,,,magic,ice,15,40,,,,,,,"{""pct"":100,""pctPer"":10}",400000,1.5,進一步強化寒冰箭，額外 +{pct}% 寒冰傷害（與第 1 階累加）,進一步強化寒冰箭，額外 +{pct}% 寒冰傷害（與第 1 階累加）
icearrow,寒冰箭,貫穿冰箭,❄️,4,0|600,,,,,10,2,,,,,,,,,magic,ice,15,40,,,proj-ice-shard,hit-ice,,,{},800000,1.5,寒冰箭改為貫穿攻擊，貫穿路徑上的所有敵人，貫穿長度 {m} 米（不足以打到主目標時自動延長到主目標）,寒冰箭改為貫穿攻擊，貫穿路徑上的所有敵人，貫穿長度 {m} 米（不足以打到主目標時自動延長到主目標）
icearrow,寒冰箭,冰箭散射,❄️,5,0|650,,,,,,,,,,,,,,,magic,ice,15,40,,,,,ground-homing-ice-shard,,"{""add"":1,""addPer"":0.1}",1500000,1.5,射出的寒冰箭數量額外 +{add} 支（不足 1 支的部分以機率觸發）,射出的寒冰箭數量額外 +{add} 支（不足 1 支的部分以機率觸發）
icearrow,寒冰箭,寒霜凍結,❄️,6,0|700,,,,,,,,,,,,,,,magic,ice,15,40,,,,,,,"{""stacks"":1,""stacksPer"":0.4}",3000000,1.5,寒冰箭射中帶寒霜狀態的敵人時，立即再疊 {stacks} 層寒霜，並造成該敵人寒霜剩餘的全部寒冰傷害（不足 1 層的部分以機率觸發）,寒冰箭射中帶寒霜狀態的敵人時，立即再疊 {stacks} 層寒霜，並造成該敵人寒霜剩餘的全部寒冰傷害（不足 1 層的部分以機率觸發）
icearrow,寒冰箭,寒冰爆裂箭,❄️,7,0|750,,,,,6,,0.1,,,,,,,,magic,ice,15,40,,burst-ice-blast,,hit-ice,,,"{""pct"":400,""pctPer"":40,""sec"":6,""chaseM"":30,""bodyM"":1.5,""waves"":3,""waveGap"":0.3}",5000000,1.5,寒冰爆裂箭連射 {waves} 波，每波間隔 {waveGap} 秒；寒冰箭變為追蹤冰箭，在 {chaseM} 米內來回穿梭追擊敵人 {sec} 秒（碰到才算一次命中）；敵人的凍結結束時產生冰爆，對其周圍 {m} 米內的所有敵人造成 {pct}% 寒冰傷害,寒冰爆裂箭連射 {waves} 波，每波間隔 {waveGap} 秒；寒冰箭變為追蹤冰箭，在 {chaseM} 米內來回穿梭追擊敵人 {sec} 秒（碰到才算一次命中）；敵人的凍結結束時產生冰爆，對其周圍 {m} 米內的所有敵人造成 {pct}% 寒冰傷害
icearrow,,極寒冰爆,,8,,absoluteZeroBurst,,,,,,,,,,,,,,,,,300,,,,,,,"{""waves"":10,""waveGap"":0.35,""pct"":50,""pctPer"":5}",10000000,1.5,【寒冰爆裂箭】改為每 {waveGap} 秒連射 {waves} 波，且寒冰箭傷害額外 +{pct}%,【寒冰爆裂箭】改為每 {waveGap} 秒連射 {waves} 波，且寒冰箭傷害額外 +{pct}%
icearrow,,無限冰裂,,9,,infiniteIceRift,,,,,,,,,,,,,,,,,300,,,,,,,"{""sec"":0.1,""count"":4,""countPer"":0.4}",10000000,1.5,寒冰箭每造成 1 次傷害就使寒冰箭的冷卻時間 -{sec} 秒，且每次發射的寒冰箭數量額外 +{count} 支（不足 1 支的部分以機率觸發）,寒冰箭每造成 1 次傷害就使寒冰箭的冷卻時間 -{sec} 秒，且每次發射的寒冰箭數量額外 +{count} 支（不足 1 支的部分以機率觸發）
icearrow,,冰之淚,,10,,tearsOfIce,,,,30,,0.35,,,,,,,,,,,300,,,proj-ice-shard,hit-ice,,,"{""waves"":10,""pct"":200,""pctPer"":20}",10000000,1.5,施放寒冰箭時同時召喚 {waves} 波寒冰箭雨從天射下（每波間隔 {gap} 秒），每波對我方 {m} 米內的所有敵人造成 {pct}% 寒冰傷害,施放寒冰箭時同時召喚 {waves} 波寒冰箭雨從天射下（每波間隔 {gap} 秒），每波對我方 {m} 米內的所有敵人造成 {pct}% 寒冰傷害
waterball,水流彈,水流彈,💧,1,0|500,,,30,,,,,,,,,,,,magic,ice,15,40,cast-magic,,proj-waterball,hit-ice,,,"{""pct"":200,""pctPer"":20,""arcM"":8}",100000,1.5,丟出一顆水彈砸向敵人（射程 {castM} 米、拋物線離地最高 {arcM} 米），造成 {pct}% 寒冰傷害,丟出一顆水彈砸向敵人（射程 {castM} 米、拋物線離地最高 {arcM} 米），造成 {pct}% 寒冰傷害
waterball,水流彈,寒冰逆轉,💧,2,0|550,,,,,,,,,,,,,,,magic,ice,15,40,,,,,,,"{""pct"":20,""pctPer"":2,""sec"":6}",200000,1.5,被水流彈擊中的敵人強制轉變為寒冰屬性，且受到的寒冰傷害 +{pct}%，持續 {sec} 秒,被水流彈擊中的敵人強制轉變為寒冰屬性，且受到的寒冰傷害 +{pct}%，持續 {sec} 秒
waterball,水流彈,寒流彈,💧,3,0|600,,,,,,,,,,,,,,,magic,ice,15,40,,,,,,,"{""frostPct"":50,""frostPctPer"":20,""stacks"":1}",400000,1.5,被水流彈擊中的敵人附加 {stacks} 層寒霜狀態：每跳造成水流彈傷害 {frostPct}% 的寒冰傷害,被水流彈擊中的敵人附加 {stacks} 層寒霜狀態：每跳造成水流彈傷害 {frostPct}% 的寒冰傷害
waterball,水流彈,寒流爆散,💧,4,0|650,,,,,8,,,,,,,,,,magic,ice,15,40,,burst-frost-nova,proj-waterball,hit-ice,,,"{""bounce"":2,""bouncePer"":0.2}",800000,1.5,水流彈改為範圍攻擊，對目標 {m} 米內的所有敵人造成傷害，並再彈射 {bounce} 次（不足 1 次的部分以機率觸發）,水流彈改為範圍攻擊，對目標 {m} 米內的所有敵人造成傷害，並再彈射 {bounce} 次（不足 1 次的部分以機率觸發）
waterball,水流彈,寒霜擴散,💧,5,0|700,,,,,10,,,,,,,,,,magic,ice,15,40,,,proj-ice-shard,hit-ice,,,"{""chance"":25,""chancePer"":2.5,""count"":1}",1500000,1.5,寒霜狀態每次作用時有 {chance}% 機率擴散至目標 {m} 米內的 {count} 個敵人,寒霜狀態每次作用時有 {chance}% 機率擴散至目標 {m} 米內的 {count} 個敵人
waterball,水流彈,三重流水,💧,6,0|750,,,,,,,,,,,,,,,magic,ice,15,40,,,,,,,"{""add"":1,""addPer"":0.2}",3000000,1.5,朝隨機目標額外丟出 {add} 顆水流彈（不足 1 顆的部分以機率觸發）,朝隨機目標額外丟出 {add} 顆水流彈（不足 1 顆的部分以機率觸發）
waterball,水流彈,水龍捲,💧,7,0|800,,,,,5,,0.35,,,,,,,,magic,ice,15,40,,,,,,field-water-tornado,"{""count"":4,""hits"":6,""pct"":100,""pctPer"":10,""side"":10,""frozen"":2}",5000000,1.5,額外在我方 {side}×{side} 米正方形的四個頂點召喚 {count} 道水龍捲（傷害半徑 {m} 米），每道造成連續 {hits} 段 {pct}% 寒冰傷害，且對凍結中的敵人傷害為 {frozen} 倍,額外在我方 {side}×{side} 米正方形的四個頂點召喚 {count} 道水龍捲（傷害半徑 {m} 米），每道造成連續 {hits} 段 {pct}% 寒冰傷害，且對凍結中的敵人傷害為 {frozen} 倍
waterball,,水牢天瀑,,8,,waterPrisonFall,,,,20,,,,,,,,,,,,,300,,,,,ground-domain-ice,,"{""atkRed"":50,""vuln"":100,""vulnPer"":10,""sec"":6}",10000000,1.5,施放水流彈時在周圍 {m} 米圍起一圈水牢獄：擋下由圈外射進來的遠程攻擊，圈內的敵人攻擊力 -{atkRed}%、受到的傷害 +{vuln}%，持續 {sec} 秒,施放水流彈時在周圍 {m} 米圍起一圈水牢獄：擋下由圈外射進來的遠程攻擊，圈內的敵人攻擊力 -{atkRed}%、受到的傷害 +{vuln}%，持續 {sec} 秒
waterball,,怒海狂濤,,9,,ragingTide,,,,20,,,,,,,,,,,,,300,,,,,ground-tornado-water,,"{""need"":10,""hits"":20,""pct"":100,""pctPer"":10}",10000000,1.5,場上同時有 {need} 道水龍捲時，在它們的中央再生成 1 道巨大水龍捲，對 {m} 米內的所有敵人造成連續 {hits} 段 {pct}% 寒冰傷害,場上同時有 {need} 道水龍捲時，在它們的中央再生成 1 道巨大水龍捲，對 {m} 米內的所有敵人造成連續 {hits} 段 {pct}% 寒冰傷害
waterball,,海淵葬界,,10,,abyssBurial,,,,30,,0.35,,,,,,,,,,,300,,,,st-tick-ice,ground-domain-ice,,"{""stacks"":10,""stacksPer"":1}",10000000,1.5,在周圍 {m} 米展開一道永久的水之領域：每 {gap} 秒對領域內的敵人施加寒霜狀態，且領域內的敵人可額外再疊 {stacks} 層寒霜,在周圍 {m} 米展開一道永久的水之領域：每 {gap} 秒對領域內的敵人施加寒霜狀態，且領域內的敵人可額外再疊 {stacks} 層寒霜
frostnova,冰霜新星,冰霜新星,🧊,1,0|550,,,12,,12,,,,,,,,,,magic,ice,15,40,cast-magic,burst-frost-nova,,hit-ice,,,"{""pct"":150,""pctPer"":5,""stacks"":2,""frostPct"":50}",100000,1.5,對周圍 {m} 米內的敵人釋放冰霜新星，造成 {pct}% 寒冰傷害並附加 {stacks} 層寒霜狀態（寒霜每跳造成新星傷害 {frostPct}% 的寒冰傷害）,對周圍 {m} 米內的敵人釋放冰霜新星，造成 {pct}% 寒冰傷害並附加 {stacks} 層寒霜狀態（寒霜每跳造成新星傷害 {frostPct}% 的寒冰傷害）
