========================================================================
 Idle-RPG 100% 官方正版實機 AI 玩家 500 小時真實遊玩細節日誌 (.TXT Dump)
 生成時間: 2026/7/29 下午11:11:31
 時間加速倍率: 239,680x
 最終角色等級: Lv.11 (轉生 0)
 最終最高關卡: Stage 4
 最終面板 DPS: 0
========================================================================

[第1天 00:00:01] 🎮 [COMBAT] AI 玩家進入無限征途世界 -- 創建全新角色 Lv.1，穿著初始基礎裝備進入 Stage 1 關卡。 | 【頂欄資源: 💰金幣:50, 🧩裝備碎片:0, ✨魔塵:0, ✡️太古精華:0, 🌱魔神之種:0, 📜附魔書:0】
[第1天 00:00:05] ⚔️ [COMBAT] 揮刀發動第一波普通打怪戰鬥 -- 對 Stage 1 野外小怪進行持續打怪與經驗/金幣積攢。 | 【頂欄資源: 💰金幣:50, 🧩裝備碎片:0, ✨魔塵:0, ✡️太古精華:0, 🌱魔神之種:0, 📜附魔書:0】
[第1天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.5 | 目前面板 DPS: 1,000 | 金幣總額: 589.43K | 【頂欄資源: 💰金幣:589.43K, 🧩裝備碎片:5,603, ✨魔塵:0, ✡️太古精華:3, 🌱魔神之種:0, 📜附魔書:0】
[第7天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 110.82M | 【頂欄資源: 💰金幣:110.82M, 🧩裝備碎片:847.38K, ✨魔塵:0, ✡️太古精華:50, 🌱魔神之種:0, 📜附魔書:5】
[第7天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 111.43M | 【頂欄資源: 💰金幣:111.43M, 🧩裝備碎片:852.80K, ✨魔塵:0, ✡️太古精華:50, 🌱魔神之種:0, 📜附魔書:5】
[第7天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 112.18M | 【頂欄資源: 💰金幣:112.18M, 🧩裝備碎片:858.22K, ✨魔塵:0, ✡️太古精華:50, 🌱魔神之種:0, 📜附魔書:5】
[第7天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 113.01M | 【頂欄資源: 💰金幣:113.01M, 🧩裝備碎片:863.65K, ✨魔塵:0, ✡️太古精華:50, 🌱魔神之種:0, 📜附魔書:5】
[第7天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 113.91M | 【頂欄資源: 💰金幣:113.91M, 🧩裝備碎片:869.10K, ✨魔塵:0, ✡️太古精華:50, 🌱魔神之種:0, 📜附魔書:5】
[第7天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 114.94M | 【頂欄資源: 💰金幣:114.94M, 🧩裝備碎片:874.51K, ✨魔塵:0, ✡️太古精華:50, 🌱魔神之種:0, 📜附魔書:5】
[第7天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 115.64M | 【頂欄資源: 💰金幣:115.64M, 🧩裝備碎片:879.95K, ✨魔塵:0, ✡️太古精華:50, 🌱魔神之種:0, 📜附魔書:5】
[第7天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 116.20M | 【頂欄資源: 💰金幣:116.20M, 🧩裝備碎片:885.36K, ✨魔塵:0, ✡️太古精華:50, 🌱魔神之種:0, 📜附魔書:5】
[第7天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 116.86M | 【頂欄資源: 💰金幣:116.86M, 🧩裝備碎片:890.79K, ✨魔塵:0, ✡️太古精華:50, 🌱魔神之種:0, 📜附魔書:5】
[第7天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 117.62M | 【頂欄資源: 💰金幣:117.62M, 🧩裝備碎片:896.23K, ✨魔塵:0, ✡️太古精華:50, 🌱魔神之種:0, 📜附魔書:5】
[第7天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 118.49M | 【頂欄資源: 💰金幣:118.49M, 🧩裝備碎片:901.66K, ✨魔塵:0, ✡️太古精華:51, 🌱魔神之種:0, 📜附魔書:5】
[第7天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 118.97M | 【頂欄資源: 💰金幣:118.97M, 🧩裝備碎片:907.09K, ✨魔塵:0, ✡️太古精華:51, 🌱魔神之種:0, 📜附魔書:5】
[第8天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 119.63M | 【頂欄資源: 💰金幣:119.63M, 🧩裝備碎片:912.52K, ✨魔塵:0, ✡️太古精華:52, 🌱魔神之種:0, 📜附魔書:5】
[第8天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 120.40M | 【頂欄資源: 💰金幣:120.40M, 🧩裝備碎片:917.95K, ✨魔塵:0, ✡️太古精華:53, 🌱魔神之種:0, 📜附魔書:5】
[第8天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 121.27M | 【頂欄資源: 💰金幣:121.27M, 🧩裝備碎片:923.39K, ✨魔塵:0, ✡️太古精華:53, 🌱魔神之種:0, 📜附魔書:5】
[第8天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 122.20M | 【頂欄資源: 💰金幣:122.20M, 🧩裝備碎片:928.82K, ✨魔塵:0, ✡️太古精華:53, 🌱魔神之種:0, 📜附魔書:6】
[第8天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 123.21M | 【頂欄資源: 💰金幣:123.21M, 🧩裝備碎片:934.25K, ✨魔塵:0, ✡️太古精華:53, 🌱魔神之種:0, 📜附魔書:6】
[第8天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 124.04M | 【頂欄資源: 💰金幣:124.04M, 🧩裝備碎片:939.68K, ✨魔塵:0, ✡️太古精華:53, 🌱魔神之種:0, 📜附魔書:6】
[第8天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 124.57M | 【頂欄資源: 💰金幣:124.57M, 🧩裝備碎片:945.13K, ✨魔塵:0, ✡️太古精華:54, 🌱魔神之種:0, 📜附魔書:6】
[第8天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 125.23M | 【頂欄資源: 💰金幣:125.23M, 🧩裝備碎片:950.58K, ✨魔塵:0, ✡️太古精華:55, 🌱魔神之種:0, 📜附魔書:6】
[第8天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 125.99M | 【頂欄資源: 💰金幣:125.99M, 🧩裝備碎片:956.02K, ✨魔塵:0, ✡️太古精華:56, 🌱魔神之種:0, 📜附魔書:6】
[第8天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 126.81M | 【頂欄資源: 💰金幣:126.81M, 🧩裝備碎片:961.46K, ✨魔塵:0, ✡️太古精華:56, 🌱魔神之種:0, 📜附魔書:6】
[第8天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 127.72M | 【頂欄資源: 💰金幣:127.72M, 🧩裝備碎片:966.90K, ✨魔塵:0, ✡️太古精華:57, 🌱魔神之種:0, 📜附魔書:6】
[第8天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 128.36M | 【頂欄資源: 💰金幣:128.36M, 🧩裝備碎片:972.34K, ✨魔塵:0, ✡️太古精華:58, 🌱魔神之種:0, 📜附魔書:6】
[第8天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 128.94M | 【頂欄資源: 💰金幣:128.94M, 🧩裝備碎片:977.78K, ✨魔塵:0, ✡️太古精華:59, 🌱魔神之種:0, 📜附魔書:6】
[第8天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 129.66M | 【頂欄資源: 💰金幣:129.66M, 🧩裝備碎片:983.21K, ✨魔塵:0, ✡️太古精華:59, 🌱魔神之種:0, 📜附魔書:6】
[第8天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 130.42M | 【頂欄資源: 💰金幣:130.42M, 🧩裝備碎片:988.65K, ✨魔塵:0, ✡️太古精華:59, 🌱魔神之種:0, 📜附魔書:6】
[第8天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 131.02M | 【頂欄資源: 💰金幣:131.02M, 🧩裝備碎片:994.08K, ✨魔塵:0, ✡️太古精華:61, 🌱魔神之種:0, 📜附魔書:6】
[第8天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 131.54M | 【頂欄資源: 💰金幣:131.54M, 🧩裝備碎片:999.51K, ✨魔塵:0, ✡️太古精華:62, 🌱魔神之種:0, 📜附魔書:6】
[第8天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 132.20M | 【頂欄資源: 💰金幣:132.20M, 🧩裝備碎片:1.00M, ✨魔塵:0, ✡️太古精華:62, 🌱魔神之種:0, 📜附魔書:6】
[第8天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 132.95M | 【頂欄資源: 💰金幣:132.95M, 🧩裝備碎片:1.01M, ✨魔塵:0, ✡️太古精華:62, 🌱魔神之種:0, 📜附魔書:6】
[第8天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 133.78M | 【頂欄資源: 💰金幣:133.78M, 🧩裝備碎片:1.02M, ✨魔塵:0, ✡️太古精華:62, 🌱魔神之種:0, 📜附魔書:6】
[第8天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 134.59M | 【頂欄資源: 💰金幣:134.59M, 🧩裝備碎片:1.02M, ✨魔塵:0, ✡️太古精華:62, 🌱魔神之種:0, 📜附魔書:7】
[第8天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 135.05M | 【頂欄資源: 💰金幣:135.05M, 🧩裝備碎片:1.03M, ✨魔塵:0, ✡️太古精華:63, 🌱魔神之種:0, 📜附魔書:7】
[第8天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 135.68M | 【頂欄資源: 💰金幣:135.68M, 🧩裝備碎片:1.03M, ✨魔塵:0, ✡️太古精華:65, 🌱魔神之種:0, 📜附魔書:7】
[第8天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 136.45M | 【頂欄資源: 💰金幣:136.45M, 🧩裝備碎片:1.04M, ✨魔塵:0, ✡️太古精華:66, 🌱魔神之種:0, 📜附魔書:7】
[第9天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 137.37M | 【頂欄資源: 💰金幣:137.37M, 🧩裝備碎片:1.04M, ✨魔塵:0, ✡️太古精華:67, 🌱魔神之種:0, 📜附魔書:8】
[第9天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 137.95M | 【頂欄資源: 💰金幣:137.95M, 🧩裝備碎片:1.05M, ✨魔塵:0, ✡️太古精華:67, 🌱魔神之種:0, 📜附魔書:9】
[第9天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 138.53M | 【頂欄資源: 💰金幣:138.53M, 🧩裝備碎片:1.05M, ✨魔塵:0, ✡️太古精華:67, 🌱魔神之種:0, 📜附魔書:9】
[第9天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 139.30M | 【頂欄資源: 💰金幣:139.30M, 🧩裝備碎片:1.06M, ✨魔塵:0, ✡️太古精華:67, 🌱魔神之種:0, 📜附魔書:9】
[第9天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 140.16M | 【頂欄資源: 💰金幣:140.16M, 🧩裝備碎片:1.06M, ✨魔塵:0, ✡️太古精華:67, 🌱魔神之種:0, 📜附魔書:9】
[第9天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 140.70M | 【頂欄資源: 💰金幣:140.70M, 🧩裝備碎片:1.07M, ✨魔塵:0, ✡️太古精華:67, 🌱魔神之種:0, 📜附魔書:9】
[第9天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 141.33M | 【頂欄資源: 💰金幣:141.33M, 🧩裝備碎片:1.08M, ✨魔塵:0, ✡️太古精華:67, 🌱魔神之種:0, 📜附魔書:9】
[第9天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 142.17M | 【頂欄資源: 💰金幣:142.17M, 🧩裝備碎片:1.08M, ✨魔塵:0, ✡️太古精華:67, 🌱魔神之種:0, 📜附魔書:9】
[第9天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 143.16M | 【頂欄資源: 💰金幣:143.16M, 🧩裝備碎片:1.09M, ✨魔塵:0, ✡️太古精華:67, 🌱魔神之種:0, 📜附魔書:9】
[第9天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 144.22M | 【頂欄資源: 💰金幣:144.22M, 🧩裝備碎片:1.09M, ✨魔塵:0, ✡️太古精華:67, 🌱魔神之種:0, 📜附魔書:9】
[第9天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 145.11M | 【頂欄資源: 💰金幣:145.11M, 🧩裝備碎片:1.10M, ✨魔塵:0, ✡️太古精華:67, 🌱魔神之種:0, 📜附魔書:9】
[第9天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 145.60M | 【頂欄資源: 💰金幣:145.60M, 🧩裝備碎片:1.10M, ✨魔塵:0, ✡️太古精華:67, 🌱魔神之種:0, 📜附魔書:9】
[第9天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 146.23M | 【頂欄資源: 💰金幣:146.23M, 🧩裝備碎片:1.11M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:9】
[第9天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 147.00M | 【頂欄資源: 💰金幣:147.00M, 🧩裝備碎片:1.11M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:9】
[第9天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 147.87M | 【頂欄資源: 💰金幣:147.87M, 🧩裝備碎片:1.12M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:9】
[第9天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 148.54M | 【頂欄資源: 💰金幣:148.54M, 🧩裝備碎片:1.12M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:9】
[第9天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 149.10M | 【頂欄資源: 💰金幣:149.10M, 🧩裝備碎片:1.13M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:9】
[第9天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 149.80M | 【頂欄資源: 💰金幣:149.80M, 🧩裝備碎片:1.14M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:9】
[第9天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 150.61M | 【頂欄資源: 💰金幣:150.61M, 🧩裝備碎片:1.14M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:9】
[第9天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 151.52M | 【頂欄資源: 💰金幣:151.52M, 🧩裝備碎片:1.15M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:9】
[第9天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 152.50M | 【頂欄資源: 💰金幣:152.50M, 🧩裝備碎片:1.15M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:10】
[第9天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 153.56M | 【頂欄資源: 💰金幣:153.56M, 🧩裝備碎片:1.16M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:10】
[第9天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 154.48M | 【頂欄資源: 💰金幣:154.48M, 🧩裝備碎片:1.16M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:10】
[第9天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 154.98M | 【頂欄資源: 💰金幣:154.98M, 🧩裝備碎片:1.17M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:10】
[第10天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 155.62M | 【頂欄資源: 💰金幣:155.62M, 🧩裝備碎片:1.17M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:10】
[第10天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 156.39M | 【頂欄資源: 💰金幣:156.39M, 🧩裝備碎片:1.18M, ✨魔塵:0, ✡️太古精華:69, 🌱魔神之種:0, 📜附魔書:10】
[第10天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 157.13M | 【頂欄資源: 💰金幣:157.13M, 🧩裝備碎片:1.18M, ✨魔塵:0, ✡️太古精華:70, 🌱魔神之種:0, 📜附魔書:10】
[第10天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 157.66M | 【頂欄資源: 💰金幣:157.66M, 🧩裝備碎片:1.19M, ✨魔塵:0, ✡️太古精華:70, 🌱魔神之種:0, 📜附魔書:10】
[第10天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 158.34M | 【頂欄資源: 💰金幣:158.34M, 🧩裝備碎片:1.19M, ✨魔塵:0, ✡️太古精華:70, 🌱魔神之種:0, 📜附魔書:10】
[第10天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 159.11M | 【頂欄資源: 💰金幣:159.11M, 🧩裝備碎片:1.20M, ✨魔塵:0, ✡️太古精華:70, 🌱魔神之種:0, 📜附魔書:10】
[第10天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 159.96M | 【頂欄資源: 💰金幣:159.96M, 🧩裝備碎片:1.21M, ✨魔塵:0, ✡️太古精華:70, 🌱魔神之種:0, 📜附魔書:10】
[第10天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 160.85M | 【頂欄資源: 💰金幣:160.85M, 🧩裝備碎片:1.21M, ✨魔塵:0, ✡️太古精華:70, 🌱魔神之種:0, 📜附魔書:10】
[第10天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 161.83M | 【頂欄資源: 💰金幣:161.83M, 🧩裝備碎片:1.22M, ✨魔塵:0, ✡️太古精華:70, 🌱魔神之種:0, 📜附魔書:10】
[第10天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 162.86M | 【頂欄資源: 💰金幣:162.86M, 🧩裝備碎片:1.22M, ✨魔塵:0, ✡️太古精華:71, 🌱魔神之種:0, 📜附魔書:10】
[第10天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 163.36M | 【頂欄資源: 💰金幣:163.36M, 🧩裝備碎片:1.23M, ✨魔塵:0, ✡️太古精華:72, 🌱魔神之種:0, 📜附魔書:10】
[第10天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 164.00M | 【頂欄資源: 💰金幣:164.00M, 🧩裝備碎片:1.23M, ✨魔塵:0, ✡️太古精華:72, 🌱魔神之種:0, 📜附魔書:10】
[第10天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 164.72M | 【頂欄資源: 💰金幣:164.72M, 🧩裝備碎片:1.24M, ✨魔塵:0, ✡️太古精華:73, 🌱魔神之種:0, 📜附魔書:10】
[第10天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 165.50M | 【頂欄資源: 💰金幣:165.50M, 🧩裝備碎片:1.24M, ✨魔塵:0, ✡️太古精華:73, 🌱魔神之種:0, 📜附魔書:10】
[第10天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 166.33M | 【頂欄資源: 💰金幣:166.33M, 🧩裝備碎片:1.25M, ✨魔塵:0, ✡️太古精華:74, 🌱魔神之種:0, 📜附魔書:10】
[第10天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 166.80M | 【頂欄資源: 💰金幣:166.80M, 🧩裝備碎片:1.25M, ✨魔塵:0, ✡️太古精華:74, 🌱魔神之種:0, 📜附魔書:10】
[第10天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 167.41M | 【頂欄資源: 💰金幣:167.41M, 🧩裝備碎片:1.26M, ✨魔塵:0, ✡️太古精華:74, 🌱魔神之種:0, 📜附魔書:10】
[第10天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 168.13M | 【頂欄資源: 💰金幣:168.13M, 🧩裝備碎片:1.27M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第10天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.9 | 目前面板 DPS: 1,000 | 金幣總額: 168.64M | 【頂欄資源: 💰金幣:168.64M, 🧩裝備碎片:1.27M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
